ID,Facility Number,Facility Name,Latitude,Longitude,Common Name,Region,District,Council,Ward,Village/Street,Facility Type,Operating Status,Ownership,Date Opened,Official Phone Number,MTUHA,CTC_ID,msd_id,PostalAddress,OfficialEmail,Website
10297,114231-4,NIKHIL,,,Nikhil,Dodoma Region,Dodoma District,Dodoma MC,Ng'hong'honha,Ng'hong'honha,Level IA2 (Dispensary Laboratory),Operating,For Profit Private Shahari Majid Ndabehy,2/6/19,744464220,,,,P.O.BOX 2964,ramadhanihusein123@gnmail.com,
10383,106543-2,NKUHUNGU COMMUNITY,-6.147573,35.724579,,Dodoma Region,Dodoma District,Dodoma MC,Kizota,Salama,Dispensary,Operating,Faith Based Organization (FBO) Private,2/7/73,,,,,,,
10384,106544-0,NKULABI,-6.41932,35.782775,Nkulabi,Dodoma Region,Dodoma District,Dodoma MC,Mpunguzi,Nkulabi,Dispensary,Operating,LGA Public,,,,,,1249,,
10415,115294-1,NSAMU,,,,Dodoma Region,Dodoma District,Dodoma MC,Kizota,Mtube,Dispensary,Operating,For Profit Private JUMA KALEMERA,2/24/20,,,,,,,
10471,106617-4,NTYUKA,-6.230337,35.761069,ntyuka,Dodoma Region,Dodoma District,Dodoma MC,Ntyuka,Ntyuka,Dispensary,Operating,LGA Public,1/5/08,,,,,1249,,
10801,106868-3,NZASA,-5.97643,35.86652,Nzasa,Dodoma Region,Dodoma District,Dodoma MC,Chihanga,Nzasa,Dispensary,Operating,LGA Public,1/8/11,,,,,1249,,
10811,106877-4,NZUGUNI,-6.12464,35.83468,Nzuguni,Dodoma Region,Dodoma District,Dodoma MC,Nzuguni,Nzuguni,Dispensary,Operating,Faith Based Organization (FBO) Private SISTERS OF MARY IMMACULATE,9/6/97,684865637,,,,P. O. Box 1348,nzugunismi@gmail.com,
10882,112866-9,ONNA SIGHT CENTRE,-6.17916,35.74771,Onna Sight Centre,Dodoma Region,Dodoma District,Dodoma MC,Viwandani,Tofiki,Optometry Clinic,Operating,For Profit Private,1/1/70,656234747,,,,2388 Dodoma,onna@annanetwork.org,
11264,107011-9,POLICE CENTRAL,Not Set,Not Set,police,Dodoma Region,Dodoma District,Dodoma MC,Kilimani,Kilimani,Health Center,Operating,Police Public,,,,,,Box 912,,
11397,114223-1,QUALITY,,,QUALITY HEALTH LABORATORY,Dodoma Region,Dodoma District,Dodoma MC,Miyuji,Mathias,Level IA2 (Dispensary Laboratory),Operating,Company/Business Name Private CLAUD MATHEW PETER,2/7/20,753225917,,,,912,dohhostuhhay@gmail.com,
11430,107056-4,RAILWAY,-6.184612,35.74996,,Dodoma Region,Dodoma District,Dodoma MC,Tambukareli,Reli,Dispensary,Operating,Parastatal Public TRC,,,,,,,,
14722,120728-1,RECHRIS,,,RECHRIS,Dodoma Region,Dodoma District,Dodoma MC,Nzuguni,Nzuguni,Dispensary,Operating,For Profit Private ELIHURUMA YONA KUNJA,11/25/21,756316439,,,,P.O.BOX 2998,rechrisdispensary@gmail.com,
11480,104116-9,RED CROSS MAKOLE,-6.176027,35.759109,Makole Annex,Dodoma Region,Dodoma District,Dodoma MC,Makole,Makole,Dispensary,Operating,For Profit Private PETER MUSHI,9/8/00,,,,,,,
13413,120381-9,RIGHT SIGHT OPTICALS,,,RIGHT SIGHT,Dodoma Region,Dodoma District,Dodoma MC,Tambukareli,Reli,Specialised Eye Clinic,Operating,Company/Business Name Private DR. EDMUND MUSHUMBUSI,12/11/20,0629 965 745,,,,,rs@rightsightopticals.com,
11546,115281-8,ROMY,,,,Dodoma Region,Dodoma District,Dodoma MC,Kikuyu Kaskazini,Kikuyu-Kaskazini,PolyClinic,Operating,For Profit Private ROMY POLYCLINIC LIMITED,2/22/21,,,,,,,
11924,115299-0,SABNIA,,,,Dodoma Region,Dodoma District,Dodoma MC,Ipagala,Ipagala,Dispensary,Operating,For Profit Private ASHA JAMA,1/9/20,,,,,,,
11951,115272-7,SAFINA,,,Safina Dispensary,Dodoma Region,Dodoma District,Dodoma MC,Majengo,Mausi,Dispensary,Operating,For Profit Private The Registered Trustees of Dar-ul-Muslimeen,8/12/19,+255(0) 738565857,,,,P. O. Box 2736,safina.dispensary@gmail.com,
10911,115275-0,SARA DEVI,,,,Dodoma Region,Dodoma District,Dodoma MC,Mkonze,Michese,Dispensary,Operating,For Profit Private SARAH DAVY CO LTD,7/9/20,,,,,,,
10995,114218-1,SAYUNI,,,,Dodoma Region,Dodoma District,Dodoma MC,Chahwa,,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,753143673,,,,,,
11245,114221-5,SEPHAEL,,,,Dodoma Region,Dodoma District,Dodoma MC,Chang'ombe,,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,710426464,,,,,,
11265,110790-3,SERIKALI ZA MITAA,-5.96057,35.9752,Serikali za Mitaa,Dodoma Region,Dodoma District,Dodoma MC,Hombolo,Hombolo bwawani,Dispensary,Operating,Parastatal Public,5/7/07,026-2961101,,,,1125,info@lgti.ac.tz,
11283,115302-2,SHAAMAM,,,,Dodoma Region,Dodoma District,Dodoma MC,Mtumba,Ihumwa,Dispensary,Operating,For Profit Private ABDALLAH HAMAD,10/2/19,,,,,,,
13409,120379-3,SHUMAHOFA DENTAL CLINIC,,,SHUMAHOFA,Dodoma Region,Dodoma District,Dodoma MC,Viwandani,Tofiki,Basic Dental Clinic,Operating,For Profit Private DR. FRANCIS MDOE,11/18/20,0754 392 430,,,,,fmdoe2001@yahoo.com,
11483,112867-7,SHUMAHOFA OPTICAL COMPANY LTD,-6.17684,35.74944,Shumahofa,Dodoma Region,Dodoma District,Dodoma MC,Kilimani,,Optometry Clinic,Operating,For Profit Private,1/1/70,763820720,,,,876 Dodoma,simamboleo@yahoo.com,
14285,121097-0,SIBE,,,Sibe,Dodoma Region,Dodoma District,Dodoma MC,Chang'ombe,Chang'ombe Juu,Dispensary,Operating,Company/Business Name Private BENADETHA JOSEPH MANEGELA,3/25/22,762065975,,,,P.O.BOX 2640,sigisberto.silayo@gmail.com,
14809,121187-9,SILVER,,,SILVER,Dodoma Region,Dodoma District,Dodoma MC,Nzuguni,Nzuguni,Dispensary,Operating,Company/Business Name Private SILVER HEALTH COMPANY LIMITED,4/2/22,763106335,,,,P.O BOX 342,silverdispensary@gmail.com,
11696,114555-6,SMART VISION EYE CARE,,,,Dodoma Region,Dodoma District,Dodoma MC,Viwandani,Tofiki,Optometry Clinic,Operating,For Profit Private,1/1/70,768427575,,,,Box 2651 Dodoma,smartvisioneyecare@gmail.com,
11983,107590-2,ST. GEMMA,-6.107776,35.757239,St.Gemma Hospital,Dodoma Region,Dodoma District,Dodoma MC,Miyuji,Miyuji Proper,Hospital at District Level,Operating,Faith Based Organization (FBO) Private Congregation of St. Gemma Sisters of Dodoma,8/14/04,,,,,Box 1053,,
14094,121152-3,ST. GIANNA,,,ST. GIANNA,Dodoma Region,Dodoma District,Dodoma MC,Viwandani,Tofiki,PolyClinic,Operating,For Profit Private MONICA PETER MUNGO,3/28/22,744860358,,,,2967,monicapeter2@gmail.com,
11997,107594-4,ST. JOHN UNIVERSITY,-6.197705,35.730955,Mazengo Secondary,Dodoma Region,Dodoma District,Dodoma MC,Kikuyu Kusini,Kikuyu-Kusini,Dispensary,Operating,Faith Based Organization (FBO) Private,1/10/07,,,,,Box 47,,
12107,113556-5,ST.CAMILLIUS,-6.18016,35.74521,St.Camllius,Dodoma Region,Dodoma District,Dodoma MC,Madukani,Jamali,Specialized Polyclinic,Operating,For Profit Private DR JANUARIUS HINJU,4/13/15,769778384,,,,2717 Dodoma,stcamillusclinic@gmail.com,
12111,112796-8,ST.CAMILLUS,,,,Dodoma Region,Dodoma District,Dodoma MC,Madukani,,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,,,,,,,
12230,114222-3,SUNCLARA,,,,Dodoma Region,Dodoma District,Dodoma MC,Mkonze,,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,754362713,,,,,,
12368,113578-9,TAZAMA NA TUNZA,-6.12869,35.75082,Tazama na Tunza,Dodoma Region,Dodoma District,Dodoma MC,Miyuji,Miyuji Proper,Dispensary,Operating,Faith Based Organization (FBO) Private,1/1/70,658581866,,,,2446 Miyuji Dodoma,,
12405,115277-6,THIKIA,,,THIKIA POLYCLINIC,Dodoma Region,Dodoma District,Dodoma MC,Nzuguni,Nzuguni,PolyClinic,Operating,For Profit Private STEPHEN ELIESKIA MNGULWI,1/1/70,785150651,,,,P.O.BOX 171,ellifridy@gmail.com,none
12465,114229-8,TRACE,,,,Dodoma Region,Dodoma District,Dodoma MC,Tambukareli,Chadulu A,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,756962424,,,,,,
12487,114235-5,TRUST M&H,,,Trust M & H,Dodoma Region,Dodoma District,Dodoma MC,Chamwino,Mwaja,Level IA2 (Dispensary Laboratory),Operating,For Profit Private Trust M&H Company Limited,10/29/19,679991249,,,,P.O.BOX 912,trusthealthlaboratory@gmail.com,
18378,121373-5,Trust M&H,,,Trust M&H,Dodoma Region,Dodoma District,Dodoma MC,Dodoma Makulu,Dodoma Makulu,Level IA2 (Dispensary Laboratory),Operating,For Profit Private Japhet Julius Shigela,4/24/18,769761870,,,,P.O.BOX 912,trusthealthlaboratory@gmail.com,
12542,114228-0,TUMAINI,,,,Dodoma Region,Dodoma District,Dodoma MC,Nzuguni,,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,766109429,,,,,,
12572,112782-8,TUMAPA,-6.14618,35.7393,Tumapa,Dodoma Region,Dodoma District,Dodoma MC,Chang'ombe,Chang'ombe Juu,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,1/9/14,742051656,,,,760 Dodoma,,
12580,112770-3,TUMSIFU,-6.1808,35.74404,Tumsifu,Dodoma Region,Dodoma District,Dodoma MC,Madukani,Jamali,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,713497682,,,,1826Dodoma,,
958,112792-7,TWINS B,-6.17594,35.74776,Twins B,Dodoma Region,Dodoma District,Dodoma MC,Viwandani,Tofiki,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,754430257,,,,904Dodoma,,
959,112774-5,TWINS HASSA,-6.17596,35.7459,Twins Hasaa,Dodoma Region,Dodoma District,Dodoma MC,Uhuru,Mji mpya,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,1/7/12,759956591,,,,3522 Dodoma,,
999,108009-2,UDOM,-6.214189,35.796102,University of Dodoma,Dodoma Region,Dodoma District,Dodoma MC,Iyumbu,Iyumbu,Hospital at District Level,Operating,Parastatal Public,2/7/07,,,,,259,,
1102,108089-4,UMATI,-6.16308,35.739125,Umati Chamwino,Dodoma Region,Dodoma District,Dodoma MC,Chamwino,Nduka,Dispensary,Operating,NGOs Private Chama cha Uzazi na Malezi Bora Tanzania,9/9/98,,,,,515,,
1128,112765-3,UNITY,-6.17841,35.73981,Unity,Dodoma Region,Dodoma District,Dodoma MC,Majengo,Fatina,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,1/3/07,755361003,,,,5002,,
1168,114236-3,UPENDO,,,,Dodoma Region,Dodoma District,Dodoma MC,Mtumba,Ihumwa,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,784521986,,,,,,
1321,108293-2,VEYULA,-6.028831,35.75711,veyula,Dodoma Region,Dodoma District,Dodoma MC,Makutupora,Weyula,Dispensary,Operating,Faith Based Organization (FBO) Private,1/1/70,,,,,Box 176,,
13399,120377-7,VEYULA MJI MPYA,,,VEYULA MJI MPYA,Dodoma Region,Dodoma District,Dodoma MC,Makutupora,Weyula,Dispensary,Operating,Company/Business Name Private Veyula Dispensary Limited,5/1/21,678034681,,,,P.O BOX 1636,akidimwa581@gmail.com,Akidimwa581@gmail.com
1340,108259-3,VIKONJE,-6.103232,35.974299,Vikonje,Dodoma Region,Dodoma District,Dodoma MC,Mtumba,Vikonje,Dispensary,Operating,LGA Public,,,,,,1249,,
1346,108263-5,VILLAGE OF HOPE,-6.04955,35.7741,,Dodoma Region,Dodoma District,Dodoma MC,Makole,Chimuli,Health Center,Operating,Faith Based Organization (FBO) Private,1/7/97,,,,,P.O.BOX 511 Dodoma,,
1625,112218-3,WISDOM,-6.1399,35.81956,,Dodoma Region,Dodoma District,Dodoma MC,Nzuguni,Nzuguni,Dispensary,Operating,For Profit Private WILLIAM LENGA,1/29/18,782962892,,,,3229,,
1626,112787-7,WISDOM,,,,Dodoma Region,Dodoma District,Dodoma MC,Nzuguni,,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,,,,,,,
1791,114217-3,ZION,,,,Dodoma Region,Dodoma District,Dodoma MC,Nala,,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,767356540,,,,,,
1822,108431-8,ZUZU,-6.172144,35.640203,Zuzu,Dodoma Region,Dodoma District,Dodoma MC,Zuzu,Zuzu,Dispensary,Operating,LGA Public,,,,,,1249,,
2062,100197-3,ATTA,-4.527112,35.903687,,Dodoma Region,Kondoa District,Kondoa DC,Kisese,Atta,Dispensary,Operating,LGA Public Kondoa DC,,,,,,,,
2323,100342-5,BAURA,-4.832222,35.889613,,Dodoma Region,Kondoa District,Kondoa DC,Kalamba,Baura,Dispensary,Operating,LGA Public,,,,,,,,
2357,100352-4,BEREKO,-4.449232,35.74066,BEREKO,Dodoma Region,Kondoa District,Kondoa DC,Bereko,Bereko,Health Center,Operating,LGA Public LGA,,,,,,P.O BOX 1,imanimeck@gmail.com,
2886,100516-4,BUKULU,-4.610666,35.76392,,Dodoma Region,Kondoa District,Kondoa DC,Soera,Bukulu,Dispensary,Operating,LGA Public,,,,,,,,
3029,100557-8,BUMBUTA,-4.646114,35.950984,,Dodoma Region,Kondoa District,Kondoa DC,Bumbuta,Bumbuta,Dispensary,Operating,LGA Public Kondoa DC,,,,,,,,
3218,100603-0,BUSI RHC,-4.85029,36.051044,,Dodoma Region,Kondoa District,Kondoa DC,Busi,Busi,Health Center,Operating,LGA Public,,,,,,,,
2449,100876-2,CHOLOLO,-4.786165,35.664415,,Dodoma Region,Kondoa District,Kondoa DC,Changaa,Chololo,Dispensary,Operating,LGA Public,,,,,,,,
2479,111012-1,CHUBI,-4.48602,36.02983,,Dodoma Region,Kondoa District,Kondoa DC,Itaswi,Chubi,Dispensary,Operating,LGA Public,,,,,,,,
3312,111310-9,GAALA,-4.68848,35.64812,,Dodoma Region,Kondoa District,Kondoa DC,Thawi,Thawi Madukani,Dispensary,Operating,LGA Public Kondoa DC,,,,,,,,
16969,120997-2,HAIRE,-4.38365,35.54879,Haire,Dodoma Region,Kondoa District,Kondoa DC,Itaswi,Haire,Dispensary,Operating,LGA Public LGA,3/31/22,754814191,,,,P.O BOX 1 Kondoa,nelson_kimolo@yahoo.com,
3589,101330-9,HAUBI,-4.805223,35.951794,,Dodoma Region,Kondoa District,Kondoa DC,Haubi,Haubi,Dispensary,Operating,LGA Public,,,,,,,,
3591,101331-7,HAUBI VA,-4.812414,35.967709,,Dodoma Region,Kondoa District,Kondoa DC,Haubi,Haubi,Dispensary,Operating,Faith Based Organization (FBO) Private,,,,,,,,
3620,101339-0,HEBI JUU,-4.92911,35.93354,Hebi juu,Dodoma Region,Kondoa District,Kondoa DC,Kalamba,Hebi Juu,Dispensary,Operating,LGA Public,,,,,,,,
3808,110999-0,HUMAI,-4.66594,35.77838,,Dodoma Region,Kondoa District,Kondoa DC,Soera,Humai,Dispensary,Operating,LGA Public,,,,,,,,
3815,101405-9,HURUI,-4.356845,35.877383,,Dodoma Region,Kondoa District,Kondoa DC,Kikore,Hurui,Dispensary,Operating,Faith Based Organization (FBO) Private,5/7/00,,,,,,,
5357,101965-2,ITASWI,-4.54836,35.9969,,Dodoma Region,Kondoa District,Kondoa DC,Itaswi,Itaswi,Dispensary,Operating,LGA Public,1/1/70,,,,,,,
3677,101996-7,ITOLOLO,-4.517171,35.791,,Dodoma Region,Kondoa District,Kondoa DC,Itololo,Itololo,Health Center,Operating,Faith Based Organization (FBO) Private,,,,,,,,
3729,113590-4,ITUNDWI,-4.65129,35.84785,Itundwi,Dodoma Region,Kondoa District,Kondoa DC,Mnenia,Itundwi,Dispensary,Operating,LGA Public Government,11/30/21,743183964,,,,P.O BOX 1,imanimeck@gmail.com,
4354,113422-0,KALAMBA,-4.83153,35.96685,Kalamba,Dodoma Region,Kondoa District,Kondoa DC,Kalamba,,Health Center,Operating,LGA Public Kondoa DC,1/1/70,,,,,,,
5667,102779-6,KIKILO,-4.541381,35.697541,,Dodoma Region,Kondoa District,Kondoa DC,Kikilo,Kikilo Kati,Dispensary,Operating,LGA Public,,,,,,,,
5731,102791-1,KIKORE,-4.363524,35.82777,,Dodoma Region,Kondoa District,Kondoa DC,Kikore,Kikore,Dispensary,Operating,LGA Public Kondoa DC,,,,,,,,
6701,102976-8,KINYASI,-4.72522,36.035065,,Dodoma Region,Kondoa District,Kondoa DC,Kinyasi,Kinyasi Kati,Dispensary,Operating,LGA Public,,,,,,,,
6704,102977-6,KINYASI VA,-4.739816,36.022383,,Dodoma Region,Kondoa District,Kondoa DC,Kinyasi,Kinyasi Majengo,Dispensary,Operating,Faith Based Organization (FBO) Private,1/1/70,,,,,,,
7170,111164-0,KISAKI,-4.56724,35.96129,,Dodoma Region,Kondoa District,Kondoa DC,Itaswi,Kisaki,Dispensary,Operating,LGA Public,,,,,,,,
7312,103095-6,KISESE RHC,-4.46545,35.822576,,Dodoma Region,Kondoa District,Kondoa DC,Kisese,Kisese sauna,Health Center,Operating,LGA Public,,,,,,,,
7734,103174-9,KITEO,-4.710563,35.962847,,Dodoma Region,Kondoa District,Kondoa DC,Pahi,Kiteo,Dispensary,Operating,LGA Public,,,,,,,,
8610,103353-9,KWADELO,-4.904113,36.145624,,Dodoma Region,Kondoa District,Kondoa DC,Kwadelo,Kwadelo,Dispensary,Operating,LGA Public,1/1/70,,,,,,,
8632,103357-0,KWAHENGWA,-4.60909,35.69351,,Dodoma Region,Kondoa District,Kondoa DC,Kikilo,Kwahengwa,Dispensary,Operating,LGA Public Kondoa DC,,,,,,,,
16715,120978-2,LOO,-4.53982,35.46866,loo,Dodoma Region,Kondoa District,Kondoa DC,Kalamba,Baura,Dispensary,Operating,LGA Public Tanzania,12/20/21,754814191,,,,P.O BOX 1 Kondoa,nelson_kimolo@yahoo.com,
7375,113586-2,MAFAI,-4.78957,36.00522,Mafai,Dodoma Region,Kondoa District,Kondoa DC,Haubi,Mafai,Dispensary,Operating,LGA Public Government,11/30/21,743183964,,,,P.O BOX 1,nelson_kimolo@yahoo.com,
8618,110997-4,MAKIRINYA,-4.92438,36.10515,Makirinya,Dodoma Region,Kondoa District,Kondoa DC,Kwadelo,Makirinya,Dispensary,Operating,LGA Public,1/1/70,,,,,,,
6088,104381-9,MASANGE,-4.603333,35.806594,,Dodoma Region,Kondoa District,Kondoa DC,Masange,Masange,Dispensary,Operating,LGA Public,,,,,,,,
6139,104390-0,MASAWI,-4.554896,35.741106,,Dodoma Region,Kondoa District,Kondoa DC,Salanka,Masawi,Dispensary,Operating,LGA Public,7/6/99,,,,,,,
6700,113421-2,MAUNO,-4.65801,35.99118,Mauno,Dodoma Region,Kondoa District,Kondoa DC,Bumbuta,,Health Center,Operating,LGA Public,,,,,,,,
5661,111160-8,MKEKENA,-4.5265,35.84443,,Dodoma Region,Kondoa District,Kondoa DC,Masange,Kwayondu,Dispensary,Operating,LGA Public,,,,,,,,
6456,105245-5,MNENIA,-4.698476,35.868897,,Dodoma Region,Kondoa District,Kondoa DC,Mnenia,Mnenia,Health Center,Operating,LGA Public,1/1/70,,,,,,,
9675,113595-3,MWEMBENI,-4.7188,35.65389,Mwembeni,Dodoma Region,Kondoa District,Kondoa DC,Hondomairo,Mwembeni,Dispensary,Operating,LGA Public Government,12/1/20,743183964,,,,P.O BOX 1,nelson_kimolo@yahoo.com,
10946,106952-5,PAHI,-4.721158,35.922232,,Dodoma Region,Kondoa District,Kondoa DC,Pahi,Pahi,Dispensary,Operating,Faith Based Organization (FBO) Private,,,,,,,,
10948,106951-7,PAHI GOVT,-4.720208,35.91694,,Dodoma Region,Kondoa District,Kondoa DC,Pahi,Pahi,Dispensary,Operating,LGA Public,,,,,,,,
11294,113589-6,POTEA,-4.63948,35.91462,POTEA,Dodoma Region,Kondoa District,Kondoa DC,Pahi,Potea,Dispensary,Operating,LGA Public LGA,3/31/22,754814191,,,,P.O BOX 1 Kondoa,nelson_kimolo@yahoo.com,
11953,107226-3,SAFINA RC,-4.464281,35.734249,,Dodoma Region,Kondoa District,Kondoa DC,Salanka,Salanka,Dispensary,Operating,Faith Based Organization (FBO) Private,,,,,,,,
11980,107235-4,SAKAMI,-4.625422,35.691889,,Dodoma Region,Kondoa District,Kondoa DC,Thawi,Sakami,Dispensary,Operating,LGA Public,,,,,,,,
12026,110998-2,SALANKA,-4.48841,35.7286,,Dodoma Region,Kondoa District,Kondoa DC,Salanka,Salanka,Dispensary,Operating,LGA Public,,,,,,,,
12398,107816-1,THAWI,-4.894763,35.769629,,Dodoma Region,Kondoa District,Kondoa DC,Thawi,Thawi Juu,Health Center,Operating,LGA Public Gov,,,,,,P.O BOX 1,imanimeck@gmail.com,
2483,100392-0,BOLISA,-4.816344,35.813142,,Dodoma Region,Kondoa District,Kondoa TC,Bolisa,Bolisa,Dispensary,Operating,LGA Public,1/1/70,,,,,,,
5392,112019-5,KICHANGANI,-4.88352,35.77295,Kichangani,Dodoma Region,Kondoa District,Kondoa TC,Kondoa Mjini,Kichangani,Dispensary,Operating,LGA Public,1/7/17,262360138,,,,40 kondoa,kondoahosp@gmail.com,
6553,113926-0,KINGALE,-5.0586,35.77578,Kingale,Dodoma Region,Kondoa District,Kondoa TC,Kingale,Kingale,Health Center,Operating,LGA Public Government,6/30/22,765072441,,,,P.O.BOX 40,agelamwajombe@gmail.com,
6546,102944-6,KINGALE,-5.052608,35.767199,,Dodoma Region,Kondoa District,Kondoa TC,Kingale,Kingale,Dispensary,Operating,LGA Public,,,,,,,,
6515,102942-0,KING'ANNG'A,Not Set,Not Set,,Dodoma Region,Kondoa District,Kondoa TC,Kingale,Chemchem,Dispensary,Operating,Prisons Public,,,,,,,,
8261,103283-8,KOLO,-4.72083,35.8566,,Dodoma Region,Kondoa District,Kondoa TC,Kolo,Kolo B,Dispensary,Operating,LGA Public,6/3/10,,,,,,,
8340,103297-8,KONDOA,-4.90417,35.7952,,Dodoma Region,Kondoa District,Kondoa TC,Kilimani,Kilimani,District Hospital,Operating,LGA Public Kondoa TC,,,,,,,,
8343,103298-6,KONDOA LUTHERAN,-4.914842,35.795686,,Dodoma Region,Kondoa District,Kondoa TC,Chemchem,Kwapakacha,Dispensary,Operating,Faith Based Organization (FBO) Private,,,,,,,,
15583,120667-1,MAGEREZA KONDOA,Not Set,Not Set,Magereza,Dodoma Region,Kondoa District,Kondoa TC,Kilimani,Kilimani,Dispensary,Operating,Prisons Public Tanzania,1/19/10,762696195,,,,P.O.BOX 243,kondoaprison@prison.go.tz,
15914,121263-8,MAKAZI,-4.90532,35.78488,Makazi dispensary Ltd,Dodoma Region,Kondoa District,Kondoa TC,Chemchem,Iboni,Dispensary,Operating,Company/Business Name Private Makazi solution limited,6/17/22,767240640,,,,P.O.BOX 61015,dottopazzy@gmail.com,
6709,105292-7,MONGOROMA,-4.926197,35.658239,,Dodoma Region,Kondoa District,Kondoa TC,Serya,Mongoroma,Dispensary,Operating,LGA Public,,,,,,,,
11311,107385-7,SHAMAJALA,-4.898581,35.778018,,Dodoma Region,Kondoa District,Kondoa TC,Kondoa Mjini,Mnarani,Dispensary,Operating,For Profit Private DR MAULID MAJALA,8/1/13,,,,,,,
12526,111001-4,TUMAINI,-4.90754,35.78773,,Dodoma Region,Kondoa District,Kondoa TC,Chemchem,Chemchem,Dispensary,Operating,For Profit Private BUNYINYIGA MAYALA,12/2/15,,,,,,,
13401,120378-5,ZAINABU ENSARY,-4.91215,35.80981,ZAINABU,Dodoma Region,Kondoa District,Kondoa TC,Kilimani,Bicha,Dispensary,Operating,For Profit Private SHABANI JUMA SAIDI,11/12/20,753676537,,,,P.O BOX 69,ishabani334@gmail.com,
2256,100316-9,BANYIBANYI,-5.884558,36.339643,Banyibanyi,Dodoma Region,Kongwa District,Kongwa DC,Hogoro,Banyibanyi,Dispensary,Operating,LGA Public,1/3/73,,,,D33408,box 14 kongwa,,
1961,110707-7,CHAMAE,-5.98849,36.4473,Chamae,Dodoma Region,Kongwa District,Kongwa DC,Hogoro,Chamae,Dispensary,Operating,LGA Public DED,10/1/20,785846534,,,,P.O.BOX 14,alexseverine0@gmail.com,-
1992,100721-0,CHAMKOROMA,-6.19307,36.40517,Chamkoroma,Dodoma Region,Kongwa District,Kongwa DC,Chamkoroma,Chamkoroma,Dispensary,Operating,LGA Public,4/3/05,,,,,box 14 kongwa,,
2030,113155-6,CHANG'OMBE,,,chang'ombe,Dodoma Region,Kongwa District,Kongwa DC,Iduo,Iduo,Dispensary,Operating,LGA Public,,,,,,,,
2228,100792-1,CHIGWINGWILI,-5.99738,36.50682,Chigwingwili,Dodoma Region,Kongwa District,Kongwa DC,Mtanana,Chigwingwili,Dispensary,Operating,LGA Public,1/1/70,,,,D05537,box 14 kongwa,,
2368,100850-7,CHITEGO,-5.612772,36.372891,Chitego,Dodoma Region,Kongwa District,Kongwa DC,Chitego,Chitego,Dispensary,Operating,LGA Public,3/2/06,,,,,box 14 kongwa,,
2413,100864-8,CHIWE,-6.22207,36.78534,Chiwe,Dodoma Region,Kongwa District,Kongwa DC,Chiwe,Chiwe,Dispensary,Operating,LGA Public,1/5/05,,,,,box 14 kongwa,,
3522,114219-9,GOOD HOPE,,,,Dodoma Region,Kongwa District,Kongwa DC,Kibaigwa,,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,754415564,,,,,,
3650,101351-5,HEMBAHEMBA,-6.01712,36.70615,,Dodoma Region,Kongwa District,Kongwa DC,Njoge,Hembahemba,Dispensary,Operating,LGA Public,,,,,,,,
3706,101375-4,HOGORO,-5.95621,36.45091,Hogoro,Dodoma Region,Kongwa District,Kongwa DC,Hogoro,Hogoro,Dispensary,Operating,LGA Public,1/7/74,,,01-05-0101,Dm520189,box 14 kongwa,,
4003,101459-6,IBWAGA,-6.22463,36.47119,Ibwaga,Dodoma Region,Kongwa District,Kongwa DC,Ugogoni,Ibwaga,Dispensary,Operating,LGA Public,3/6/02,,,,Dm520113,box 14 kongwa,,
4119,101497-6,IDUO,-6.26319,36.64932,Iduo,Dodoma Region,Kongwa District,Kongwa DC,Iduo,Iduo,Dispensary,Operating,LGA Public,1/1/70,,,,D33145,box 14 kongwa,,
4391,101605-4,IHANDA,-6.24322,36.71245,Ihanda,Dodoma Region,Kongwa District,Kongwa DC,Mlali,Ihanda,Dispensary,Operating,LGA Public,1/7/01,,,,,box 14 kongwa,,
4074,102108-8,JUVA,-5.812854,36.435591,Juva,Dodoma Region,Kongwa District,Kongwa DC,Zoissa,Zoissa,Dispensary,Operating,For Profit Private DR GATETE MAHAVA,9/6/97,,,,,,,
